Cell_id,Image_id,CD163_,CD31_CD34_,CD3_,CD44_,CD4_,CD68_,CD8_,CK5_6_,Cleaved_caspase3_,ER_,E_Cadherin_,FAP_,GATA3_,GranzymeB_,Her2_,Keratin8_18_,Ki67_,MCAM_,PD1_,PDGFRa_,PDGFRb_,PDL1_,Vimentin_,YAP1_,aSMA_,pSMAD2_,pSTAT3_,panKeratin_,Mask_id,
103,1,0,0,0,0.222222,0,0,0,0.194444,0.25,0,1,0,0,0,0,0.361111,0,0.555556,0,0.305556,0.888889,0,0.722222,1,0,0.277778,0.5,1,1,
104,1,0,0,0,0,0.01,0,0,0,0,0,0.79,0,0,0,0.27,0,0,0.51,0,0.59,0.84,0,0.86,1,0.36,0,0.35,0.89,1,
105,1,0,0.757895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347368,0,0,0,0,0.821053,0.536842,0.663158,0.147368,0,0,1,
106,1,0,0,0,0,0,0,0,0,0,0,0.190476,0,0,0,0.047619,0,0.666667,1,0.666667,0.428571,0,0.714286,0.809524,1,0,0.904762,0.714286,0.857143,1,
107,1,0,0,0,0,0,0,0,0,0,0,0.531915,0,0,0.255319,0.340426,0.404255,0.340426,1,0.234043,0.510638,0.234043,0.851064,0.87234,1,0.340426,0.595745,0.702128,0.851064,1,
108,1,0,0,0,0.101124,0,0,0,0.011236,0.0561798,0,0.898876,0,0,0,0.0898876,0.426966,0,0.11236,0,0.0337079,0.685393,0,0.831461,0.955056,0.0898876,0.157303,0.146067,0.921348,1,
109,1,0,0,0,0,0,0,0,0,0,0,0,0.529412,0,0,0,0,0,0,0,0.193277,0.344538,0,0.815126,0.571429,0,0,0.00840336,0,1,
110,1,0,0,0,0.130435,0,0,0,0.173913,0,0,0.956522,0,0,0,0,0.0869565,0.217391,0.826087,0,0.173913,0.826087,0,0.826087,1,0,0.521739,0.304348,1,1,
111,1,0,0,0,0.411765,0,0,0,0,0.0588235,0.352941,1,0,0,0.882353,1,0.705882,0,1,0,1,1,0.823529,1,1,0.470588,0,1,1,1,
112,1,0,0,0,0.0392157,0.0392157,0,0,0,0,0.0588235,0.392157,0,0,0.254902,0.333333,0.627451,0,1,0.54902,0.392157,0.627451,0.176471,0.921569,1,0,0.980392,0.823529,0.882353,1,
113,1,0,0,0,0.147059,0,0,0,0.0147059,0.0441176,0,0.852941,0.161765,0,0,0.397059,0.411765,0.397059,0.441176,0,0.0294118,0.705882,0,0.838235,1,0.691176,0.382353,0,0.941176,1,
114,1,0,0.137681,0,0.42029,0,0,0,0.0724638,0.101449,0.0434783,0.557971,0,0,0,0.173913,0.289855,0,0.253623,0.0144928,0,0.891304,0,0.615942,1,0.311594,0.217391,0.057971,0.753623,1,
115,1,0,0,0,0.00990099,0,0,0,0,0,0,0.742574,0,0,0.019802,0.366337,0.326733,0.207921,1,0.0990099,0.663366,0.356436,0.386139,0.970297,1,0.663366,0.435644,0.910891,0.980198,1,
116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118,1,0,0,0,0.0969697,0,0,0,0.666667,0.0727273,0,0.878788,0,0.127273,0,0.678788,0.393939,0.4,0.212121,0,0.115152,0.981818,0.0363636,0.581818,1,0.163636,0,0.624242,1,1,
119,1,0,0.347826,0,0,0,0,0,0,0,0,0,0.380435,0,0,0,0,0,0,0,0,0,0,0.771739,0.315217,0.0108696,0,0,0,1,
120,1,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0.714286,0.857143,1,0,0,0.857143,0,0.428571,1,0,1,0.214286,1,1,
121,1,0,0,0,0.0352113,0,0,0,0,0.105634,0.0211268,1,0,0.0633803,0,0.274648,0.816901,0.485915,0.0422535,0,0.535211,0.929577,0,0.838028,1,0.415493,0.0985915,0.43662,1,1,
122,1,0,0,0,0,0,0.182927,0,0,0,0,0,0.256098,0,0,0,0,0,0,0,0,0,0,0.280488,0.0121951,0,0,0,0,1,
123,1,0,0,0,0,0,0,0,0,0.00540541,0.0540541,0.594595,0,0,0,0.227027,0.178378,0.621622,0.621622,0,0.475676,0.491892,0.00540541,0.351351,1,0.275676,0.372973,0.654054,0.908108,1,
124,1,0,0,0,0,0,0,0,0,0,0,0.980392,0.117647,0,0,0.921569,0.196078,0,0.137255,0,0.843137,0.843137,0,0.784314,1,1,0,0.352941,0.960784,1,
125,1,0,0,0,0.463415,0,0,0,0,0,0.146341,0,0.719512,0,0,0,0.158537,0,0,0,0,0.963415,0,0.731707,0.731707,0.195122,0,0.0609756,0.0853659,1,
